Paragraph,Labels,Grade
"Force can change the shape of an object:
When you apply force on an inflated balloon; using your hand from both sides, the force of pressure changes the shape of balloon.
You mom change the shape of dough into a bread by applying force with a rolling pin.
A blacksmith changes the shape of an iron rod by applying force using a hammer.
When a rubber band is stretched in opposite directions, its shape is changed.
","Effects, Causes, Reasoning",Grade_8_Physics_Data
Paragraph ,Ans Types,Grade_8_Physics_Data
Force – A push or a pull upon  an object resulting from its interaction with another object  is called  force.,Definition,Grade_8_Physics_Data
"Resultant force - A single force that is applied to the body and would have the same effect as all the separate forces acting upon it is called Resultant force or Net force.
 The sum of  two or more forces acting  on an object in the same direction is the Net force.",Definition,Grade_8_Physics_Data
"Balanced force –When two equal forces act on an object in the opposite directions, the resultant force becomes zero and the object does not move then such forces are called Balanced forces.",Definition,Grade_8_Physics_Data
"Unbalanced forces - When two unequal forces act in opposite directions on an object, the resultant force is found to be the difference between the two forces. It moves the body in the direction of the larger force. Such forces are called Unbalanced forces.","Definition, Property",Grade_8_Physics_Data
"Contact forces   --Forces which act only when objects are in physical contact with each other and bring about the changes are called contact forces.
( Some  Important contact forces are :—Muscular force & frictional force)","Definition, Examples",Grade_8_Physics_Data
 Muscular force – The force resulting due to the action of muscles is known as muscular force.,Definition,Grade_8_Physics_Data
"Frictional force (force of friction) – The force acting along the two surfaces in contact which opposes the motion of one body over the other is called the force of friction
The force responsible for changing the state of motion of objects is called force of friction",Definition,Grade_8_Physics_Data
"Non-Contact forces –  Forces which can act even when objects are not in physical contact with each other and bring about changes are called  Non-Contact forces.
( Some important Non-Contact  forces are: --- Magnetic force , Electrostatic force , Gravitational force)","Definition, Examples",Grade_8_Physics_Data
Electrostatic force – The force exerted by a charged body on another charged or uncharged body is known as electrostatic force.,Definition,Grade_8_Physics_Data
Gravitational force (force of gravity) –The force  exerted by the earth on any object on & around its surface  is called force of gravity.,Definition,Grade_8_Physics_Data
"Pressure – The force acting on a unit area of a surface is called pressure.
Pressure = Force / Area.  ( lesser the area, greater is the pressure.)","Definition, Formula, Relation",Grade_8_Physics_Data
Atmospheric pressure- The pressure exerted by the air due to its own weight  is known as atmospheric pressure.,Definition,Grade_8_Physics_Data
"Distinguish between Force & Pressure.
Sr.No
Parameters
Force
Pressure

1
Definition
A push or pull that tends to affect an object in some way is called Force.
The force acting perpendicular  on a unit area of a surface is called pressure.

2
Formula
Force = Mass x Acceleration

Pressure = Force/Area
3
Units
Unit of Force in S.I. system is newton(N)
Unit of Pressure  in S.I. system is pascal (P) or 1N/m2

4
Physical quantity
Force is vector quantity.
Pressure is scalar quantity.
","Definition, Formula, Relation",Grade_8_Physics_Data
Paragraph ,Ans Types,Grade_8_Physics_Data
"Friction is a force that opposes motion between any surfaces that are touching. Friction can work for or against us. For example, putting sand on an icy sidewalk increases friction so you are less likely to slip. On the other hand, too much friction between moving parts in a car engine can cause the parts to wear out. Other examples of friction are illustrated in the two","Definition, Examples, Reasoning",Grade_8_Physics_Data
"Did you ever rub your hands together to warm them up, Why does this make your hands warmer? The answer is friction.","Reasoning, Causes",Grade_8_Physics_Data
"Why Friction Occurs
Friction occurs because no surface is perfectly smooth. Even surfaces that look smooth to the unaided eye make look rough or bumpy when viewed under a microscope. Look at the metal surfaces in the Figure below. The aluminum foil is so smooth that it's shiny. However, when highly magnified, the surface of metal appears to be very bumpy. All those mountains and valleys catch and grab the mountains and valleys of any other surface that contacts the metal. This creates friction.
","Causes, Reasoning",Grade_8_Physics_Data
"Factors that Affect Friction
Rougher surfaces have more friction between them than smoother surfaces. That's why we put sand on icy sidewalks and roads. Increasing the area of surfaces that are touching also increases the friction between them. That's why you can't slide as far across ice with shoes as you can on the thin blades of skates. The greater surface area of the soles of the shoes cause more friction and slow you down.","Causes, Reasoning",Grade_8_Physics_Data
"Heavier objects also have more friction. Can you explain why?Heavier objects press together with greater force, and this causes greater friction between them.","Causes, Reasoning",Grade_8_Physics_Data
"Friction Produces Heat
You know that friction produces heat. That's why rubbing your hands together makes them warmer. But do you know why? Friction causes the molecules on rubbing surfaces to move faster, so they have more energy. This gives them a higher temperature, and they feel warmer. Heat from friction can be useful. It not only warms your hands. It also lets you light a match as shown in the Figure below. On the other hand, heat from friction between moving parts inside a car engine can be a big problem. It can cause the car to overheat.","Effects, Property, Reasoning",Grade_8_Physics_Data
"How is friction reduced between the moving parts inside a car engine?
To reduce friction, oil is added to the engine. The oil coats the surfaces of the moving parts and makes them slippery. They slide over each other more easily, so there is less friction.","Causes, Reasoning, Effects",Grade_8_Physics_Data
